Company Name,Company Type,Link,About Us,Affiliations,Website,Social Media 1,Social Media 2,Social Media 3,Address,Advisor & Cert Num,Number of Advisors,Number of Xero Certs,Phone Number
Quantum Tax & Accounting,Accountant,https://www.xero.com/advisors/accountant/quantum-tax-accounting-b0b8129c4fcf/,"We strive to deliver the three most important values for our clients: legally lower their taxes by proactive tax planning, save them time by undertaking all accounting functions and make sure that they are compliant with the tax law.",,http://www.qta-cpa.com,https://www.facebook.com/profile.php?id=100089307034027,https://www.linkedin.com/company/89996949,,"2600 West Olive Avenue, Burbank, 91505, California",,,,+818 510-3777
A PLUS SOLUTIONS,Accountant,https://www.xero.com/advisors/accountant/a-plus-solutions-6c46ed048bca/,"With over 17 years of experience, Specializing in Taxes & Bookkeeping. We help Businesses relive stress surrounding the accounting process, so they can get back to their passion of running their company. We work diligently to ensure that all needs and expectations are met and exceeded so that you can be confident in your company financials and solutions for business.",,http://APLUSSOLUTIONSINC.COM,https://www.facebook.com/APLUSACCOUNTINGSOLUTIONS,,,,A PLUS SOLUTIONS advisors: 2 - Xero certifications: 1,2,1,
Jeanne Miller,Accountant,https://www.xero.com/advisors/accountant/jeanne-miller-0667f511d38b/,Savvy and self starter for your bookkeeping needs,,tel:+310%204905130,,,,,Jeanne Miller advisors: 1 - Xero certifications: 1,1,1,
Woodford Financial PLLC,Accountant,https://www.xero.com/advisors/accountant/woodford-financial-pllc-25d4d2f50ce1/,"At Woodford Financial PLLC we take a practical, results-oriented approach to helping our clients achieve their financial goals. Because we understand that every client comes to us with a unique set of circumstances, we always take time to listen to your specific financial needs. Whether you are just starting your journey or in retirement, we are ready to help you reach your full financial potential.",,https://www.woodfordfinancial.net,https://www.facebook.com/wfpllc,https://www.twitter.com/WoodfordFin,https://linkedin.com/company/woodford-financial,"100 United Drive, Suite 3B, Versailles, 40383, Kentucky",Woodford Financial PLLC advisors: 4 - Xero certifications: 1,4,1,+1 859-832-0500
Insight Business Advising,Accountant,https://www.xero.com/advisors/accountant/insight-business-advising-490c1a254675/,"If you are passionate about making a positive difference in the world, we want to help you succeed. If you are burdened by administrative work, lack useful financial information or struggle with technology, we can help. We not only provide bookkeeping services, tax returns, financial reports, and effective business systems, but also help you interpret your information to make better decisions.",,http://www.insightadvising.com,,,,"55 Broad Street, Titusville, 32796, Florida",,,,+1 5038947965
Balance PLLC,Accountant,https://www.xero.com/advisors/accountant/balance-pllc-cf1849078d35/,"Helping Boardgame Development, Retail, and geek adjacent businesses ace their campaign goals by offering CFO services and taking Bookkeeping, Sales Tax, Licensing Royalties, Inventory Management, Payroll, and HR services off their plate.; 
    We will get you up and running with a techstack custom fit for your needs, with training and support every step of the way. Personal attention, on time emails, phone or web calls, we've got you.
    
    Out-of-the-ordinary royalty model? Need to figure out how to properly balance your crowdfunding campaign reward tiers? Ready to expand and need sales tax nexus information – this is what makes each relationship new and fun. Bring it on.
    
    Clean and tidy books make room for streamlined money management – and, in turn, a more profitable business. Enjoy the bounty. Realize balance.",,https://realizebalance.com/,https://www.facebook.com/BalancePLLC,https://www.linkedin.com/company/balance-pllc,,"7032 Windgate Road, Online Practice - can meet online or locally in the Twin Cities, Woodbury, 55125, Minnesota",Balance PLLC advisors: 3 - Xero certifications: 1,3,1,+1 (612) 399-6129
"VKH Accounting Services, LLC",Accountant,https://www.xero.com/advisors/accountant/vkh-accounting-services-llc-4121c88d364e/,Our practice is focus on the client's success. Our core business is tax reduction strategies for our business clients incorporating accounting best practices. We offer CFO services along with Tax Resolution services for the client who did not have a CPA firm like our looking out for their best interest.,,http://www.vkhaccountingservices.com,https://www.facebook.com/VKHACCTSERV/,https://www.twitter.com/itsallcredit,https://www.linkedin.com/in/vonda-henry-09a863145/,"285 West Wieuca Road Northeast, By appointment only, Atlanta, 30342, Georgia","VKH Accounting Services, LLC advisors: 3 - Xero certifications: 1",3,1,+404 374 3557
OnChain Accounting,Accountant,https://www.xero.com/advisors/accountant/onchain-accounting-33e491168262/,"OCA helps crypto companies set up, manage and automate their accounting operations. We understand the intricacies behind blockchain accounting services, reconciling multiple wallets and thousands of transactions. By outsourcing your accounting needs, you gain access to a team of CPA’s and blockchain experts. Our services include crypto bookkeeping, crypto financial controller, fractional CFO, DeFi Tracking, NFT accounting and taxes. Our team brings over 20 years of combined corporate accounting experience, with a diverse range of expertise as former industry financial controllers, Certified Public Accountants (CPAs), and financial managers. In addition to our corporate accounting experience, we've been in the blockchain space since 2015.",,https://onchainaccounting.com/,https://www.twitter.com/OnChainAcctng,https://www.linkedin.com/company/on-chain-accounting/,,"405 Cedar Lane, #7A, Teaneck, 07666, New Jersey",,,,+1 551-325-5172
"Succentrix Business Advisors, Inc.",Accountant,https://www.xero.com/advisors/accountant/succentrix-business-advisors-inc-5011c4405566/,"Succentrix Business Advisors focuses on what clients really want... expert accounting, tax preparation and real-time business advice. We focus on relationships and pride ourselves on being able to custom craft a unique package for each individual entrepreneur. We understand small business because we are entrepreneurs too! We love helping people! Let us help you! Call today for a free consultation!",,http://succentrixbusinessadvisors.com/locations.html,,,,"1720 Epps Bridge Parkway, Ste 180-331, Athens, 30606, Georgia",,,,+1 8442865408
"Sanders Accounting, LLC",Accountant,https://www.xero.com/advisors/accountant/sanders-accounting-llc-4ca1dd6d5816/,"We make your accounting easy so that you can focus on running your business. We work with Xero and its add ons to give you outsourced accounting and bookkeeping solutions, providing you with accurate and timely financial information. We also provide tax planning and preparation.",American Institute of CPAs,http://www.sandersaccountingfirm.com,https://www.facebook.com/sandersaccountingfirm/,https://www.twitter.com/ssanders360,https://www.linkedin.com/in/scott-sanders-a2326776/,"1 Chase Corporate Drive, Suite 400, Hoover, 35244, AL","Sanders Accounting, LLC advisors: 1 - Xero certifications: 1",1,1,+1 2053136490
Above All Accounting LLC,Accountant,https://www.xero.com/advisors/accountant/above-all-accounting-llc-86f42d22b657/,Full-service Accounting practice,,http://www.aboveallaccounting.net,http://www.facebook.com/ABOVEALLACCOUNTINGLLC?mibextid=LQQJ4d,,,"285 Northeast 185th Street, Suite 24, Miami, 33179, Florida",Above All Accounting LLC advisors: 4 - Xero certifications: 1,4,1,+1 305-467-7789
PMinotti llc,Accountant,https://www.xero.com/advisors/accountant/pminotti-llc-b7e2208d2c34/,Xero Consulting,,http://www.pminotti.com,https://www.twitter.com/pminottillc,,,"7 Byrd Drive, Hamburg, 14075, NY",,,,+1 5853561578
"ACCNTNT, LLC",Accountant,https://www.xero.com/advisors/accountant/accntnt-llc-9e46a71a1a86/,"ACCNTNT is a Financial Operations Firm providing remote Advisory services. ; 
    Our expertise spans across Blockchain, FinTech, Emerging Tech (AI/VR/AR/Metaverse/Telecom), Life Sciences (HealthTech, MedSpa), and Consumer Business based industries for pre-seed to series C companies.
    
    
    Our services include: capital management, business modeling, financial analysis, fundraising, strategic tax planning, GAAP reporting, consolidations, industry & tax compliance, systems implementation, and financial operations.",Institute of Management Accountants,https://accntnt.com,https://www.twitter.com/accntnt_,http://linkedin.com/in/accntnt,,,"ACCNTNT, LLC advisors: 4 - Xero certifications: 1",4,1,
Walton CPA PC,Accountant,https://www.xero.com/advisors/accountant/walton-cpa-pc-72351a70562c/,"We work with small businesses and their owners to succeed financially through quality accounting, payroll, and tax compliance & planning.  Our goal is to build long-term, client focused relationships.  We take the time to know and understand your business and individual financial needs so that we can deliver personalized services to help you achieve your goals.",,http://www.waltoncpa.com,https://www.facebook.com/waltoncpa/,https://www.linkedin.com/company/walton-cpa-pc,,"1000 18th Street, Plano, 75074, Texas",Walton CPA PC advisors: 3 - Xero certifications: 1,3,1,+1 972-200-7335
"Jason Arsenault CPA, LLC",Accountant,https://www.xero.com/advisors/accountant/jason-arsenault-cpa-llc-da6a5893b96d/,"We are a Certified Public Accounting firm that looks for solutions to your accounting problems and are always trying to incorporate money-saving tax strategies into every tax return we prepare, whether that is for your business or as an individual.; 
    Our firm is here to help you leverage the tax code by using proactive tax planning. We are a Certified Tax Coach (CTC) firm that uses state and federal tax rules to have you pay the lowest amount of tax required. These strategies are very effective for business owners as well as high-wealth individuals.
    
    You will find our office located in the Historic Downtown district of Gallup, New Mexico. However, we can help you wherever you are.",,http://payrollbookstaxes.com,https://www.facebook.com/people/Jason-Arsenault-CPA-LLC/61553125950717/,https://www.linkedin.com/in/jason-arsenault-827a2a179/,,"210 East Aztec, Gallup, 87301, New Mexico",,,,+1 (505) 722-3399
